"","ID","season","name","team","position","situation","games_played","icetime","shifts","iceTimeRank","expectedGoals","corsi","shotAttempts","points","goals","faceoffsWon","takeways","giveaways","hits"
"319",8478400,2022,"Colin White","FLA","C","5on5",68,36584,882,609,0.46,0.5,108,14,7,78,14,16,60
"320",8477903,2022,"Garnet Hathaway","BOS","R","5on5",84,51274,1243,796,0.51,0.49,137,21,13,2,10,12,262
"321",8482055,2022,"Drew O'Connor","PIT","L","5on5",46,25327,592,448,0.52,0.52,119,11,5,16,14,17,62
"322",8477998,2022,"Warren Foegele","EDM","L","5on5",67,46693,1068,485,0.58,0.55,215,27,12,7,47,25,92
"323",8475233,2022,"David Savard","MTL","D","5on5",62,67692,1198,142,0.44,0.42,112,17,3,0,11,49,49
"324",8476887,2022,"Filip Forsberg","NSH","L","5on5",50,39861,853,210,0.51,0.5,192,26,14,0,26,23,81
"325",8476456,2022,"Jonathan Huberdeau","CGY","C","5on5",79,63232,1457,366,0.55,0.57,150,36,10,3,27,46,62
"326",8473533,2022,"Jordan Staal","CAR","C","5on5",81,63645,1433,459,0.6,0.61,175,31,15,602,25,28,142
"327",8478233,2022,"Andrew Mangiapane","CGY","L","5on5",82,64777,1457,408,0.58,0.59,261,35,15,3,36,31,77
"328",8479543,2022,"Michael Pezzetta","MTL","L","5on5",63,33341,735,679,0.47,0.43,111,14,7,7,4,17,236
"329",8480281,2022,"Alexey Toropchenko","STL","R","5on5",69,44642,945,593,0.46,0.44,119,17,8,2,14,21,121
"330",8476458,2022,"Ryan Strome","ANA","C","5on5",82,69191,1473,368,0.36,0.43,155,32,10,320,22,45,27
"331",8478038,2022,"Devon Toews","COL","D","5on5",80,92006,1786,169,0.56,0.55,254,34,6,0,40,29,73
"332",8476923,2022,"Damon Severson","NJD","D","5on5",81,83515,1643,250,0.6,0.57,210,27,4,0,23,37,39
"333",8475193,2022,"Tomas Tatar","NJD","L","5on5",82,64563,1522,464,0.63,0.57,231,35,15,13,33,28,56
"334",8477933,2022,"Sam Reinhart","FLA","C","5on5",82,65513,1393,406,0.55,0.55,237,29,9,123,30,27,43
"335",8476278,2022,"Colin Blackwell","CHI","C","5on5",53,32433,706,518,0.4,0.43,87,9,2,16,12,14,47
"336",8477451,2022,"Ryan Hartman","MIN","R","5on5",59,48521,896,266,0.52,0.53,229,27,11,201,23,29,59
"337",8479066,2022,"Ryan Lomberg","FLA","L","5on5",82,53043,1203,662,0.52,0.53,215,20,12,14,27,12,145
"338",8477488,2022,"Brett Pesce","CAR","D","5on5",82,88201,1731,210,0.57,0.58,300,20,2,0,50,19,32
"339",8476873,2022,"Mark Jankowski","NSH","C","5on5",50,30922,669,453,0.44,0.43,97,9,4,160,12,12,43
"340",8480025,2022,"MacKenzie Entwistle","CHI","R","5on5",66,40832,877,621,0.4,0.42,87,8,3,84,15,19,126
"341",8476822,2022,"Luke Glendening","DAL","C","5on5",70,39983,1012,743,0.46,0.48,121,3,1,254,8,7,109
"342",8477504,2022,"Josh Morrissey","WPG","D","5on5",78,89904,1853,135,0.51,0.51,274,40,12,0,28,53,80
"343",8475791,2022,"Taylor Hall","BOS","L","5on5",61,48081,1084,280,0.52,0.51,198,25,9,2,24,34,30
"344",8480434,2022,"Sean Durzi","LAK","D","5on5",72,67038,1242,263,0.52,0.52,195,20,8,0,20,45,59
"345",8476981,2022,"Josh Anderson","MTL","R","5on5",69,55681,1085,354,0.44,0.44,212,25,15,15,18,16,125
"346",8476979,2022,"Erik Gustafsson","TOR","D","5on5",70,69709,1380,246,0.54,0.54,220,24,7,0,20,40,48
"347",8476869,2022,"Brady Skjei","CAR","D","5on5",81,87122,1725,202,0.57,0.59,354,27,11,0,32,46,64
"348",8470621,2022,"Corey Perry","TBL","R","5on5",81,46110,1014,797,0.54,0.51,145,12,6,0,28,23,45
"349",8477839,2022,"Conor Sheary","WSH","L","5on5",82,62373,1328,492,0.5,0.48,221,26,11,11,39,27,52
"350",8479591,2022,"Michael Eyssimont","TBL","C","5on5",54,36974,870,387,0.58,0.56,198,14,5,11,26,13,104
"351",8479987,2022,"Morgan Geekie","SEA","C","5on5",69,39483,883,682,0.5,0.5,121,27,8,251,24,14,52
"352",8480893,2022,"Kirill Marchenko","CBJ","R","5on5",59,46329,964,358,0.45,0.46,176,16,13,9,28,16,30
"353",8481557,2022,"Matt Boldy","MIN","L","5on5",81,66702,1216,368,0.52,0.51,308,28,20,53,42,33,61
"354",8480011,2022,"Klim Kostin","EDM","C","5on5",57,33842,812,520,0.48,0.49,100,19,11,4,12,15,157
"355",8475744,2022,"Evgeny Kuznetsov","WSH","C","5on5",81,63755,1319,429,0.43,0.48,194,31,6,422,36,44,37
"356",8476429,2022,"Scott Mayfield","NYI","D","5on5",82,87323,1796,237,0.51,0.49,291,22,6,0,21,59,99
"357",8479346,2022,"Dillon Dube","CGY","C","5on5",82,60181,1418,541,0.48,0.55,195,37,13,26,20,19,115
"358",8474573,2022,"Josh Bailey","NYI","R","5on5",64,46874,1060,425,0.44,0.48,97,21,8,34,17,39,11
"359",8477505,2022,"Alex Wennberg","SEA","C","5on5",82,66921,1440,396,0.5,0.53,121,25,7,452,57,21,39
"360",8481186,2022,"Logan O'Connor","COL","R","5on5",82,59465,1363,543,0.49,0.48,182,23,7,1,35,20,107
"361",8481528,2022,"Dylan Cozens","BUF","C","5on5",81,58211,1325,583,0.49,0.49,231,39,21,411,23,12,51
"362",8482149,2022,"Cole Perfetti","WPG","C","5on5",51,40094,862,288,0.52,0.53,128,23,5,3,17,14,32
"363",8479383,2022,"Boris Katchouk","CHI","L","5on5",58,36627,790,548,0.43,0.47,116,14,5,3,19,14,80
"364",8481624,2022,"Ilya Mikheyev","VAN","R","5on5",46,37885,814,205,0.46,0.47,115,25,12,2,12,8,13
"365",8476449,2022,"Scott Harrington","ANA","D","5on5",45,42128,869,174,0.48,0.44,82,10,3,0,5,10,51
"366",8478483,2022,"Mitchell Marner","TOR","R","5on5",80,69996,1451,285,0.56,0.53,248,53,15,0,77,65,48
"367",8482073,2022,"Braden Schneider","NYR","D","5on5",81,71813,1468,381,0.43,0.44,163,16,5,0,20,51,141
"368",8478420,2022,"Mikko Rantanen","COL","R","5on5",82,84032,1757,181,0.53,0.54,362,53,32,155,55,33,70
"369",8479314,2022,"Matthew Tkachuk","FLA","L","5on5",79,68564,1442,263,0.61,0.61,334,58,22,9,33,43,64
"370",8471215,2022,"Evgeni Malkin","PIT","C","5on5",82,68244,1455,357,0.57,0.54,241,44,15,394,75,72,45
"371",8477476,2022,"Artturi Lehkonen","COL","L","5on5",64,56440,1202,286,0.54,0.55,194,27,10,2,20,8,79
"372",8476346,2022,"Johnny Gaudreau","CBJ","L","5on5",80,73679,1473,239,0.47,0.47,278,39,13,0,45,34,5
"373",8479945,2022,"Gavin Bayreuther","CBJ","D","5on5",51,44494,949,230,0.43,0.46,112,13,2,0,8,9,45
"374",8474145,2022,"Robert Bortuzzo","STL","D","5on5",43,27448,752,257,0.45,0.44,58,5,2,0,5,12,56
"375",8476460,2022,"Mark Scheifele","WPG","C","5on5",81,77095,1495,156,0.5,0.51,218,39,25,441,52,34,42
"376",8476462,2022,"Dougie Hamilton","NJD","D","5on5",82,87160,1876,241,0.56,0.55,411,36,13,0,18,65,58
"377",8478398,2022,"Kyle Connor","WPG","L","5on5",82,76330,1516,194,0.51,0.51,299,42,20,2,36,29,42
"378",8475324,2022,"Nick Jensen","WSH","D","5on5",77,81306,1622,218,0.5,0.49,240,28,5,0,32,54,86
"379",8475455,2022,"Brenden Dillon","WPG","D","5on5",82,80967,1799,272,0.53,0.53,194,18,2,0,13,34,177
"380",8477934,2022,"Leon Draisaitl","EDM","C","5on5",80,77811,1475,233,0.53,0.52,219,51,17,475,61,79,62
"381",8475171,2022,"Oliver Ekman-Larsson","VAN","D","5on5",54,55077,1178,165,0.44,0.47,159,15,2,0,9,22,52
"382",8476479,2022,"Phillip Danault","LAK","C","5on5",82,67494,1437,380,0.54,0.53,192,28,13,496,16,23,76
"383",8477021,2022,"Alexander Kerfoot","TOR","C","5on5",82,58581,1276,584,0.53,0.52,192,24,6,40,37,33,50
"384",8478109,2022,"Victor Olofsson","BUF","L","5on5",75,51309,1126,621,0.45,0.5,188,23,17,0,20,17,15
"385",8478975,2022,"Mason Marchment","DAL","L","5on5",68,56288,1191,257,0.5,0.49,210,23,8,6,34,36,85
"386",8477940,2022,"Nikolaj Ehlers","WPG","L","5on5",45,33304,748,285,0.55,0.57,217,25,9,0,26,18,35
"387",8477409,2022,"Carter Verhaeghe","FLA","C","5on5",81,69841,1466,279,0.56,0.56,337,52,28,20,35,44,28
"388",8475158,2022,"Ryan O'Reilly","TOR","C","5on5",53,44450,950,252,0.52,0.5,123,21,11,378,41,10,15
"389",8480008,2022,"Adam Ruzicka","CGY","C","5on5",44,25818,630,427,0.54,0.57,95,14,4,78,12,9,26
"390",8481147,2022,"Reese Johnson","CHI","C","5on5",54,31722,686,559,0.37,0.4,74,6,4,101,10,6,168
"391",8470595,2022,"Eric Staal","FLA","C","5on5",72,49173,1088,535,0.51,0.5,157,26,12,278,25,30,25
"392",8478859,2022,"Niko Mikkola","NYR","D","5on5",81,74528,1740,365,0.45,0.43,122,6,1,0,7,33,138
"393",8480144,2022,"David Kampf","TOR","C","5on5",82,60475,1301,512,0.5,0.48,154,23,7,425,39,26,69
"394",8475151,2022,"Kyle Palmieri","NYI","C","5on5",55,45554,1026,238,0.52,0.51,165,27,13,8,9,17,68
"395",8474578,2022,"Erik Karlsson","SJS","D","5on5",82,102494,1791,112,0.52,0.54,355,64,16,0,73,84,29
"396",8477369,2022,"Carson Soucy","SEA","D","5on5",78,66706,1562,381,0.51,0.52,188,15,3,0,24,29,123
"397",8476885,2022,"Jacob Trouba","NYR","D","5on5",82,85587,1627,244,0.48,0.51,311,21,5,0,29,45,199
"398",8478010,2022,"Brayden Point","TBL","C","5on5",82,73653,1432,247,0.55,0.53,257,59,29,331,42,33,34
"399",8480798,2022,"Philipp Kurashev","CHI","C","5on5",70,58717,1121,271,0.42,0.43,164,19,8,57,33,18,35
"400",8475722,2022,"Jason Zucker","PIT","L","5on5",78,64982,1373,329,0.57,0.55,296,37,24,2,33,32,189
"401",8476856,2022,"Matt Dumba","MIN","D","5on5",79,88396,1597,149,0.49,0.49,236,14,4,0,14,32,96
"402",8474567,2022,"Zach Bogosian","TBL","D","5on5",46,39183,775,219,0.49,0.5,115,5,1,1,4,25,110
"403",8480192,2022,"Johnathan Kovacevic","MTL","D","5on5",77,70210,1332,323,0.48,0.48,194,15,3,0,29,76,86
"404",8478508,2022,"Yakov Trenin","NSH","C","5on5",77,56623,1110,466,0.48,0.47,230,18,9,11,27,38,160
"405",8482740,2022,"Wyatt Johnston","DAL","C","5on5",82,65192,1380,392,0.5,0.49,232,33,21,135,44,45,20
"406",8479980,2022,"Nicolas Hague","VGK","D","5on5",81,82858,1700,283,0.5,0.47,240,16,2,0,18,25,112
"407",8478057,2022,"Dakota Joshua","VAN","C","5on5",79,48972,1214,725,0.47,0.44,99,20,9,18,25,9,216
"408",8482745,2022,"Mason McTavish","ANA","C","5on5",80,60436,1301,476,0.43,0.43,171,24,8,282,25,25,53
"409",8477429,2022,"Andrew Copp","DET","C","5on5",82,65477,1325,357,0.43,0.45,146,26,5,461,17,37,31
"410",8475718,2022,"Justin Holl","TOR","D","5on5",80,80078,1721,241,0.52,0.5,101,17,2,0,23,49,125
"411",8479420,2022,"Tage Thompson","BUF","C","5on5",78,65485,1373,294,0.49,0.54,371,55,25,309,37,31,50
"412",8476454,2022,"Ryan Nugent-Hopkins","EDM","C","5on5",82,66722,1403,468,0.53,0.52,199,39,16,230,47,20,41
"413",8474037,2022,"James van Riemsdyk","PHI","L","5on5",61,46393,1053,398,0.53,0.51,156,21,8,7,23,9,16
"414",8478042,2022,"Viktor Arvidsson","LAK","R","5on5",77,65336,1375,281,0.54,0.53,324,27,12,22,19,28,22
"415",8473512,2022,"Claude Giroux","OTT","R","5on5",82,69808,1623,288,0.56,0.56,241,42,23,410,40,26,66
"416",8482665,2022,"Matty Beniers","SEA","C","5on5",80,66528,1362,364,0.52,0.52,200,40,17,354,46,38,77
"417",8475200,2022,"Dmitry Orlov","BOS","D","5on5",66,71974,1350,134,0.53,0.53,198,21,4,0,24,38,120
"418",8481598,2022,"Philip Broberg","EDM","D","5on5",46,31370,688,258,0.59,0.57,69,8,1,0,11,19,28
"419",8476897,2022,"Oskar Sundqvist","MIN","C","5on5",67,43656,938,589,0.46,0.45,94,18,6,21,13,17,59
"420",8479325,2022,"Charlie McAvoy","BOS","D","5on5",67,66649,1439,198,0.55,0.54,170,26,3,0,18,33,73
"421",8481560,2022,"Arthur Kaliyev","LAK","R","5on5",56,31753,737,553,0.5,0.53,152,15,5,0,8,11,38
"422",8478020,2022,"Michael Amadio","VGK","R","5on5",67,46444,977,536,0.52,0.5,139,25,15,30,35,11,56
"423",8480049,2022,"Dylan Samberg","WPG","D","5on5",63,48327,1073,345,0.56,0.54,113,6,2,0,17,29,85
"424",8475178,2022,"Zack Kassian","ARI","R","5on5",51,27697,696,512,0.34,0.39,45,2,2,3,8,19,31
"425",8474716,2022,"Jared Spurgeon","MIN","D","5on5",79,78387,1550,266,0.53,0.51,240,23,9,0,8,16,56
"426",8481641,2022,"Joel Kiviranta","DAL","L","5on5",70,43681,1059,664,0.45,0.51,125,7,6,2,22,13,112
"427",8478396,2022,"Noah Hanifin","CGY","D","5on5",81,85640,2069,215,0.55,0.54,291,24,5,0,30,43,68
"428",8474031,2022,"Kevin Shattenkirk","ANA","D","5on5",75,70960,1381,284,0.43,0.44,210,18,3,0,30,29,77
"429",8482113,2022,"Anton Lundell","FLA","C","5on5",73,53152,1187,470,0.53,0.55,186,19,9,210,29,34,25
"430",8477392,2022,"Hudson Fasching","NYI","R","5on5",49,35955,841,369,0.52,0.51,108,18,10,2,16,12,45
"431",8483808,2022,"Andrei Kuzmenko","VAN","L","5on5",81,62475,1380,471,0.52,0.52,193,49,21,0,31,26,13
"432",8480355,2022,"Mark Kastelic","OTT","C","5on5",65,31579,893,669,0.49,0.48,110,11,7,275,17,13,151
"433",8478873,2022,"Troy Terry","ANA","R","5on5",70,65943,1349,167,0.46,0.49,239,41,13,1,38,24,9
"434",8475166,2022,"John Tavares","TOR","C","5on5",80,64825,1415,368,0.55,0.52,290,37,16,508,41,43,106
"435",8476468,2022,"J.T. Miller","VAN","C","5on5",81,68428,1534,333,0.46,0.51,210,32,12,311,46,29,188
"436",8477498,2022,"Darnell Nurse","EDM","D","5on5",82,92994,1659,125,0.52,0.52,342,31,7,0,33,61,132
"437",8478427,2022,"Sebastian Aho","CAR","C","5on5",75,61778,1269,348,0.61,0.58,245,37,22,362,43,42,47
"438",8480884,2022,"Calen Addison","MIN","D","5on5",62,45697,955,339,0.48,0.51,109,7,3,0,9,18,17
"439",8482222,2022,"Alexander Barabanov","SJS","L","5on5",68,59548,1315,228,0.51,0.5,163,33,12,1,28,31,35
"440",8478468,2022,"Jeremy Lauzon","NSH","D","5on5",67,56779,1208,319,0.44,0.45,156,10,3,0,1,19,229
"441",8479385,2022,"Jordan Kyrou","STL","C","5on5",79,68303,1428,314,0.43,0.47,337,42,22,4,50,48,12
"442",8478498,2022,"Jake DeBrusk","BOS","L","5on5",64,46336,1125,416,0.63,0.58,209,30,19,4,21,11,77
"443",8480039,2022,"Martin Necas","CAR","C","5on5",82,69729,1418,310,0.56,0.58,293,35,13,146,40,45,54
"444",8479372,2022,"Josh Mahura","FLA","D","5on5",82,65118,1459,414,0.57,0.56,191,16,4,0,11,24,97
"445",8477433,2022,"Ben Harpur","NYR","D","5on5",42,34673,721,221,0.4,0.43,77,6,1,0,13,23,63
"446",8474679,2022,"Gustav Nyquist","MIN","C","5on5",51,41346,869,257,0.45,0.46,125,20,8,10,23,16,35
"447",8476624,2022,"Barclay Goodrow","NYR","C","5on5",82,57608,1168,651,0.45,0.46,140,27,10,220,25,29,118
"448",8480849,2022,"Barrett Hayton","ARI","C","5on5",82,65270,1520,438,0.5,0.49,202,26,12,463,22,28,74
"449",8474565,2022,"Alex Pietrangelo","VGK","D","5on5",73,79801,1602,192,0.54,0.48,246,31,7,0,45,42,56
"450",8475690,2022,"Chris Tanev","CGY","D","5on5",65,64294,1615,221,0.6,0.6,149,10,1,0,18,27,44
"451",8479345,2022,"Jakob Chychrun","OTT","D","5on5",48,52364,1038,94,0.48,0.51,193,21,4,0,15,37,49
"452",8477956,2022,"David Pastrnak","BOS","R","5on5",82,72410,1485,201,0.53,0.53,432,61,34,6,44,84,82
"453",8477949,2022,"Alex Tuch","BUF","R","5on5",74,61530,1320,295,0.51,0.54,273,48,21,23,48,33,47
"454",8478466,2022,"Daniel Sprong","SEA","R","5on5",66,37356,796,683,0.57,0.54,203,32,15,2,20,18,32
"455",8479318,2022,"Auston Matthews","TOR","C","5on5",74,70138,1417,148,0.57,0.53,399,52,26,517,61,41,71
"456",8476905,2022,"Chandler Stephenson","VGK","C","5on5",81,69021,1415,339,0.53,0.48,132,44,7,468,51,21,62
"457",8474613,2022,"Derek Stepan","CAR","C","5on5",73,36513,847,789,0.64,0.65,173,10,5,197,19,9,27
"458",8477573,2022,"Nathan Walker","STL","L","5on5",56,32266,687,569,0.4,0.42,72,10,2,88,6,5,80
"459",8479983,2022,"Mario Ferraro","SJS","D","5on5",72,75918,1373,195,0.47,0.46,130,8,2,0,38,26,111
"460",8475169,2022,"Evander Kane","EDM","L","5on5",41,38872,720,127,0.48,0.51,221,21,14,12,9,30,122
"461",8479369,2022,"Andrew Peeke","CBJ","D","5on5",80,84716,1727,236,0.42,0.44,176,10,5,0,21,28,157
"462",8480833,2022,"Vitali Kravtsov","VAN","R","5on5",44,27674,574,385,0.48,0.5,74,5,3,0,11,6,28
"463",8480073,2022,"Erik Brannstrom","OTT","D","5on5",74,59690,1341,349,0.56,0.55,178,13,2,0,24,39,47
"464",8478434,2022,"Keegan Kolesar","VGK","R","5on5",74,50284,1211,663,0.53,0.46,112,18,8,7,14,16,279
"465",8474870,2022,"Tyler Johnson","CHI","C","5on5",59,46695,954,311,0.44,0.44,159,17,6,36,31,19,53
"466",8480015,2022,"Owen Tippett","PHI","R","5on5",77,65214,1494,362,0.51,0.49,309,33,16,17,35,18,119
"467",8471274,2022,"Alex Goligoski","MIN","D","5on5",46,43078,831,183,0.5,0.52,104,2,0,0,9,16,28
"468",8475799,2022,"Nino Niederreiter","WPG","R","5on5",78,61665,1249,363,0.54,0.54,239,32,19,6,31,20,151
"469",8480058,2022,"Pierre-Olivier Joseph","PIT","D","5on5",75,62508,1418,344,0.53,0.53,194,18,4,0,32,33,82
"470",8479972,2022,"Mason Shaw","MIN","C","5on5",59,34096,718,558,0.49,0.48,134,14,6,12,13,14,83
"471",8477986,2022,"Brandon Montour","FLA","D","5on5",80,86137,1733,174,0.53,0.53,302,33,11,0,27,43,86
"472",8477070,2022,"Liam O'Brien","ARI","C","5on5",56,34842,881,491,0.41,0.39,70,10,3,4,5,19,199
"473",8481601,2022,"Simon Holmstrom","NYI","R","5on5",50,32114,796,473,0.52,0.48,75,9,6,0,21,13,9
"474",8478043,2022,"Sam Lafferty","TOR","C","5on5",70,50534,1048,488,0.44,0.45,136,20,8,184,18,29,117
"475",8480813,2022,"Joe Veleno","DET","C","5on5",81,56336,1163,587,0.45,0.45,134,15,8,257,26,16,147
"476",8475766,2022,"Austin Watson","OTT","L","5on5",75,36003,981,783,0.44,0.46,119,8,6,4,16,20,159
"477",8482245,2022,"Artem Zub","OTT","D","5on5",53,56685,1144,108,0.52,0.5,97,7,1,0,7,30,116
"478",8477962,2022,"Brendan Lemieux","PHI","L","5on5",45,26485,598,400,0.49,0.51,78,9,2,7,6,5,128
"479",8476874,2022,"Olli Maatta","DET","D","5on5",78,77211,1578,233,0.44,0.46,134,22,5,0,23,34,63
"480",8479458,2022,"Nikita Zaitsev","CHI","D","5on5",46,38658,884,199,0.42,0.42,47,7,1,0,5,22,91
"481",8475747,2022,"Patrik Nemeth","ARI","D","5on5",75,64096,1425,318,0.41,0.41,135,3,0,0,10,23,95
"482",8475764,2022,"Cam Fowler","ANA","D","5on5",82,92530,1696,156,0.42,0.44,190,26,6,0,22,38,14
"483",8475786,2022,"Zach Hyman","EDM","L","5on5",79,73558,1411,287,0.56,0.53,312,49,16,4,32,22,74
"484",8482087,2022,"Kaiden Guhle","MTL","D","5on5",44,45512,875,120,0.42,0.43,93,16,4,0,21,46,73
"485",8482655,2022,"J.J. Moser","ARI","D","5on5",82,75698,1741,265,0.45,0.44,161,18,3,0,11,33,67
"486",8470610,2022,"Zach Parise","NYI","L","5on5",82,61176,1438,576,0.52,0.47,210,21,12,6,14,20,82
"487",8477244,2022,"Chad Ruhwedel","PIT","D","5on5",47,35369,830,249,0.53,0.53,92,5,1,0,14,8,76
"488",8479661,2022,"Tanner Jeannot","TBL","L","5on5",76,53063,1080,512,0.52,0.49,174,16,5,8,22,27,282
"489",8477406,2022,"Mattias Janmark","EDM","C","5on5",66,48940,1065,423,0.49,0.49,101,19,5,25,20,23,18
"490",8480027,2022,"Jason Robertson","DAL","L","5on5",82,73028,1540,185,0.59,0.56,356,56,26,0,56,58,54
"491",8478970,2022,"Jalen Chatfield","CAR","D","5on5",78,61420,1334,411,0.61,0.6,208,12,5,0,26,20,73
"492",8475168,2022,"Matt Duchene","NSH","C","5on5",71,61497,1205,187,0.48,0.49,204,34,12,96,32,44,23
"493",8476882,2022,"Teuvo Teravainen","CAR","L","5on5",68,50359,1055,462,0.57,0.57,149,20,4,22,31,39,14
"494",8476331,2022,"Dylan DeMelo","WPG","D","5on5",75,74099,1642,243,0.53,0.51,184,22,3,0,15,42,113
